--------- beginning of system
09-12 09:43:54.281 I/keystore2(  200): system/security/keystore2/watchdog/src/lib.rs:319 - Watchdog thread idle -> terminating. Have a great day.
--------- beginning of main
09-12 09:43:54.507 D/Maestro (25111): Requesting view hierarchy
09-12 09:43:54.532 W/QueryController(25111): Could not detect idle state.
09-12 09:43:54.539 W/QueryController(25111): Could not detect idle state.
09-12 09:43:54.809 D/ActivityManager(  600): freezing 2148 com.android.vending:background
09-12 09:43:54.905 I/rkstack.process(  924): Background concurrent mark compact GC freed 2728KB AllocSpace bytes, 0(0B) LOS objects, 49% free, 2771KB/5543KB, paused 2.375ms,10.098ms total 384.839ms
09-12 09:43:55.007 D/ActivityManager(  600): freezing 1673 com.android.vending
09-12 09:43:55.010 D/InetDiagMessage(  600): Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-12 09:43:55.011 D/InetDiagMessage(  600): Destroyed 1 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-12 09:43:55.012 D/InetDiagMessage(  600): Destroyed live tcp sockets for uids={10142} in 3ms
09-12 09:43:55.048 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@c443d; boundsInParent: Rect(0, 0 - 0, 0); boundsInScreen: Rect(827, 66 - 827, 66); boundsInWindow: Rect(827, 66 - 827, 66); packageName: com.android.systemui; className: android.widget.FrameLayout; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.290 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f0236; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(74, 677 - 1006, 606); boundsInWindow: Rect(74, 677 - 1006, 606); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: First escalation delay (hours); error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.312 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f4207; boundsInParent: Rect(0, 0 - 246, 49); boundsInScreen: Rect(417, 2225 - 663, 2224); boundsInWindow: Rect(417, 2225 - 663, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: Send Test SMS; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.313 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f45c8; boundsInParent: Rect(0, 0 - 930, 0); boundsInScreen: Rect(75, 2301 - 1005, 2224); boundsInWindow: Rect(75, 2301 - 1005, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.315 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f4989; boundsInParent: Rect(0, 0 - 930, 97); boundsInScreen: Rect(75, 2337 - 1005, 2224); boundsInWindow: Rect(75, 2337 - 1005, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: Save SMS Settings; tooltipText: null; containerTitle: null; viewIdResName: settings.sms.save; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.316 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f510b; boundsInParent: Rect(0, 0 - 1008, 1258); boundsInScreen: Rect(36, 2485 - 1044, 2224); boundsInWindow: Rect(36, 2485 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.317 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f54cc; boundsInParent: Rect(0, 0 - 355, 53); boundsInScreen: Rect(75, 2548 - 430, 2224); boundsInWindow: Rect(75, 2548 - 430, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: Recent SMS Activity; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.318 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f588d; boundsInParent: Rect(0, 0 - 253, 56); boundsInScreen: Rect(545, 2546 - 798, 2224); boundsInWindow: Rect(545, 2546 - 798, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: Send Digest; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.320 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f600f; boundsInParent: Rect(0, 0 - 183, 56); boundsInScreen: Rect(822, 2546 - 1005, 2224); boundsInWindow: Rect(822, 2546 - 1005, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: Refresh; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.321 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f6791; boundsInParent: Rect(0, 0 - 930, 102); boundsInScreen: Rect(75, 2649 - 1005, 2224); boundsInWindow: Rect(75, 2649 - 1005, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: Open SMS Inbox; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.322 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f6f13; boundsInParent: Rect(0, 0 - 930, 102); boundsInScreen: Rect(75, 2775 - 1005, 2224); boundsInWindow: Rect(75, 2775 - 1005, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: Open Notification Activity; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.324 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f7695; boundsInParent: Rect(0, 0 - 294, 225); boundsInScreen: Rect(75, 2901 - 369, 2224); boundsInWindow: Rect(75, 2901 - 369, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.325 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f7a56; boundsInParent: Rect(0, 0 - 241, 94); boundsInScreen: Rect(101, 2927 - 342, 2224); boundsInWindow: Rect(101, 2927 - 342, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: 30-day delivery; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.326 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f7e17; boundsInParent: Rect(0, 0 - 241, 66); boundsInScreen: Rect(101, 3033 - 342, 2224); boundsInWindow: Rect(101, 3033 - 342, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: 0%; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.327 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f81d8; boundsInParent: Rect(0, 0 - 294, 225); boundsInScreen: Rect(393, 2901 - 687, 2224); boundsInWindow: Rect(393, 2901 - 687, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.329 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f8599; boundsInParent: Rect(0, 0 - 241, 51); boundsInScreen: Rect(419, 2927 - 660, 2224); boundsInWindow: Rect(419, 2927 - 660, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: Outbound; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:10.330 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f895a; boundsInParent: Rect(0, 0 - 241, 66); boundsInScreen: Rect(419, 2990 - 660, 2224); boundsInWindow: Rect(419, 2990 - 660, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: 0; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
